track_id,type_position,type,position,upper_lower,event_start_s,event_end_s,noisy,fold_conf_1,fold_conf_2,fold_conf_3,fold_conf_4,fold_conf_5,fold_conf_6
34004,HH-S5A-R4E,HH,S5A-R4E,upper,2.08,2.75,0,5,test,5,5,5,5
34005,HH-S5A-R4E,HH,S5A-R4E,upper,1.73,2.4,0,1,test,1,1,1,1
34006,HH-S5A-R4E,HH,S5A-R4E,upper,2.09,2.74,1,2,test,2,2,2,2
34007,HH-S5A-R4E,HH,S5A-R4E,upper,2.45,3.1,0,3,test,3,3,3,3
34008,HH-S5A-R4E,HH,S5A-R4E,upper,1.84,2.45,0,4,test,4,4,4,4
34009,HH-S5A-R4E,HH,S5A-R4E,upper,2.3,3,0,5,test,5,5,5,5
34010,HH-S5A-R4E,HH,S5A-R4E,upper,2.3,3,0,1,test,1,1,1,1
34011,HH-S5A-R4E,HH,S5A-R4E,upper,1.86,2.6,0,2,test,2,2,2,2
34012,HH-S5A-R4E,HH,S5A-R4E,upper,1.86,2.4,1,3,test,3,3,3,3
34013,HH-S5A-R4E,HH,S5A-R4E,upper,2.37,3.05,1,4,test,4,4,4,4
34014,HH-S5A-R4E,HH,S5A-R4E,upper,2,2.6,1,5,test,5,5,5,5
34015,HH-S5A-R4E,HH,S5A-R4E,upper,1.42,2.05,0,1,test,1,1,1,1
34016,HH-S5A-R4E,HH,S5A-R4E,upper,2.32,3,0,2,test,2,2,2,2
34017,HH-S5A-R4E,HH,S5A-R4E,upper,2.63,3.3,1,3,test,3,3,3,3
34018,HH-S5A-R4E,HH,S5A-R4E,upper,2.45,3.18,1,4,test,4,4,4,4
34019,HH-S5A-R4E,HH,S5A-R4E,upper,2.15,2.9,1,5,test,5,5,5,5
34020,HH-S5A-R4E,HH,S5A-R4E,upper,1.79,2.6,1,1,test,1,1,1,1
34021,HH-S5A-R4E,HH,S5A-R4E,upper,2,2.8,0,2,test,2,2,2,2
34022,HH-S5A-R4E,HH,S5A-R4E,upper,2.16,2.85,0,3,test,3,3,3,3
34023,HH-S5A-R4E,HH,S5A-R4E,upper,1.49,2.2,0,4,test,4,4,4,4
34024,HH-S5A-R4E,HH,S5A-R4E,upper,2.21,3,0,5,test,5,5,5,5
34025,HH-S5A-R4E,HH,S5A-R4E,upper,1.7,2.4,1,1,test,1,1,1,1
34026,HH-S5A-R4E,HH,S5A-R4E,upper,2.2,2.9,0,2,test,2,2,2,2
34027,HH-S5A-R4E,HH,S5A-R4E,upper,1.83,2.4,1,3,test,3,3,3,3
34028,HH-S5A-R4E,HH,S5A-R4E,upper,1.75,2.5,0,4,test,4,4,4,4
34029,HH-S5A-R4E,HH,S5A-R4E,upper,1.53,2.2,0,5,test,5,5,5,5
34030,HH-S5A-R4E,HH,S5A-R4E,upper,2.2,3,1,1,test,1,1,1,1
34031,HH-S5A-R4E,HH,S5A-R4E,upper,2,2.7,0,2,test,2,2,2,2
34032,HH-S5A-R4E,HH,S5A-R4E,upper,1.96,2.7,0,3,test,3,3,3,3
34033,HH-S5A-R4E,HH,S5A-R4E,upper,2.1,2.8,1,4,test,4,4,4,4
34034,HH-S5A-R4E,HH,S5A-R4E,upper,1.7,2.38,0,5,test,5,5,5,5
34035,HH-S5A-R4E,HH,S5A-R4E,upper,1.85,2.6,0,1,test,1,1,1,1
34036,HH-S5A-R4E,HH,S5A-R4E,upper,1.98,2.7,0,2,test,2,2,2,2
34037,HH-S5A-R4E,HH,S5A-R4E,upper,2.34,3,0,3,test,3,3,3,3
34038,HH-S5A-R4E,HH,S5A-R4E,upper,2.48,3.2,0,4,test,4,4,4,4
34039,HH-S5A-R4E,HH,S5A-R4E,upper,1.59,2.35,0,5,test,5,5,5,5
34040,HH-S5A-R4E,HH,S5A-R4E,upper,2.37,3.05,0,1,test,1,1,1,1
34041,HH-S5A-R4E,HH,S5A-R4E,upper,1.83,2.6,0,2,test,2,2,2,2
34042,HH-S5A-R4E,HH,S5A-R4E,upper,2.22,3,0,3,test,3,3,3,3
34043,HH-S5A-R4E,HH,S5A-R4E,upper,1.94,2.6,0,4,test,4,4,4,4
34044,HH-S5A-R4E,HH,S5A-R4E,upper,1.65,2.3,0,5,test,5,5,5,5
34045,HH-S5A-R4E,HH,S5A-R4E,upper,1.95,2.5,0,1,test,1,1,1,1
34046,HH-S5A-R4E,HH,S5A-R4E,upper,1.79,2.35,0,2,test,2,2,2,2
34047,HH-S5A-R4E,HH,S5A-R4E,upper,2.41,3,0,3,test,3,3,3,3
34048,HH-S5A-R4E,HH,S5A-R4E,upper,1.65,2.3,0,4,test,4,4,4,4
34049,HH-S5A-R4E,HH,S5A-R4E,upper,2.38,3,0,5,test,5,5,5,5
34050,HH-S5A-R4E,HH,S5A-R4E,upper,2.08,2.8,0,1,test,1,1,1,1
34051,HH-S5A-R4E,HH,S5A-R4E,upper,1.9,2.61,0,2,test,2,2,2,2
34052,HH-S5A-R4E,HH,S5A-R4E,upper,2.37,3.1,0,3,test,3,3,3,3
34053,HH-S5A-R4E,HH,S5A-R4E,upper,2,2.7,1,4,test,4,4,4,4
34054,HH-S5A-R4E,HH,S5A-R4E,upper,2.36,3.2,0,5,test,5,5,5,5
34055,HH-S5A-R4E,HH,S5A-R4E,upper,1.97,2.65,1,1,test,1,1,1,1
34056,HH-S5A-R4E,HH,S5A-R4E,upper,1.98,2.6,0,2,test,2,2,2,2
34057,HH-S5A-R4E,HH,S5A-R4E,upper,2.14,2.8,0,3,test,3,3,3,3
34058,HH-S5A-R4E,HH,S5A-R4E,upper,2.02,2.7,1,4,test,4,4,4,4
34059,HH-S5A-R4E,HH,S5A-R4E,upper,1.45,2.2,0,5,test,5,5,5,5
35000,CD-S5A-R4E,CD,S5A-R4E,upper,0.48,1.75,0,1,test,1,1,1,1
35001,CD-S5A-R4E,CD,S5A-R4E,upper,0.92,2.4,0,2,test,2,2,2,2
35002,CD-S5A-R4E,CD,S5A-R4E,upper,0.88,2.35,0,3,test,3,3,3,3
35003,CD-S5A-R4E,CD,S5A-R4E,upper,0.7,2,0,4,test,4,4,4,4
35004,CD-S5A-R4E,CD,S5A-R4E,upper,1.05,2.65,0,5,test,5,5,5,5
35005,CD-S5A-R4E,CD,S5A-R4E,upper,0.82,2.35,0,1,test,1,1,1,1
35006,CD-S5A-R4E,CD,S5A-R4E,upper,1.1,2.6,0,2,test,2,2,2,2
35007,CD-S5A-R4E,CD,S5A-R4E,upper,0.58,2,0,3,test,3,3,3,3
35008,CD-S5A-R4E,CD,S5A-R4E,upper,1.8,3.22,0,4,test,4,4,4,4
35009,CD-S5A-R4E,CD,S5A-R4E,upper,1.35,2.75,0,5,test,5,5,5,5
35010,CD-S5A-R4E,CD,S5A-R4E,upper,0.52,1.9,0,1,test,1,1,1,1
35011,CD-S5A-R4E,CD,S5A-R4E,upper,0.64,2.12,0,2,test,2,2,2,2
35012,CD-S5A-R4E,CD,S5A-R4E,upper,0.85,2.35,0,3,test,3,3,3,3
35013,CD-S5A-R4E,CD,S5A-R4E,upper,0.65,2.5,0,4,test,4,4,4,4
35014,CD-S5A-R4E,CD,S5A-R4E,upper,0.9,2.4,0,5,test,5,5,5,5
35015,CD-S5A-R4E,CD,S5A-R4E,upper,0.65,2.15,0,1,test,1,1,1,1
35016,CD-S5A-R4E,CD,S5A-R4E,upper,1.04,2.35,0,2,test,2,2,2,2
35017,CD-S5A-R4E,CD,S5A-R4E,upper,0.8,2.35,0,3,test,3,3,3,3
35018,CD-S5A-R4E,CD,S5A-R4E,upper,0.8,2.2,0,4,test,4,4,4,4
35019,CD-S5A-R4E,CD,S5A-R4E,upper,1.1,2.6,0,5,test,5,5,5,5
35020,CD-S5A-R4E,CD,S5A-R4E,upper,0.65,1.9,0,1,test,1,1,1,1
35021,CD-S5A-R4E,CD,S5A-R4E,upper,1.3,2.85,1,2,test,2,2,2,2
35022,CD-S5A-R4E,CD,S5A-R4E,upper,1.2,2.6,0,3,test,3,3,3,3
35023,CD-S5A-R4E,CD,S5A-R4E,upper,1.12,2.5,0,4,test,4,4,4,4
35024,CD-S5A-R4E,CD,S5A-R4E,upper,1.6,3.05,0,5,test,5,5,5,5
35025,CD-S5A-R4E,CD,S5A-R4E,upper,0.45,1.67,0,1,test,1,1,1,1
35026,CD-S5A-R4E,CD,S5A-R4E,upper,1.2,2.6,0,2,test,2,2,2,2
35027,CD-S5A-R4E,CD,S5A-R4E,upper,0.9,2.25,1,3,test,3,3,3,3
35028,CD-S5A-R4E,CD,S5A-R4E,upper,1.3,2.8,0,4,test,4,4,4,4
35029,CD-S5A-R4E,CD,S5A-R4E,upper,1.1,2.5,0,5,test,5,5,5,5
35030,CD-S5A-R4E,CD,S5A-R4E,upper,1,2.5,0,1,test,1,1,1,1
35031,CD-S5A-R4E,CD,S5A-R4E,upper,0.6,2,1,2,test,2,2,2,2
35032,CD-S5A-R4E,CD,S5A-R4E,upper,0.9,2.5,1,3,test,3,3,3,3
35033,CD-S5A-R4E,CD,S5A-R4E,upper,1.3,2.62,0,4,test,4,4,4,4
35034,CD-S5A-R4E,CD,S5A-R4E,upper,0.52,1.82,0,5,test,5,5,5,5
35035,CD-S5A-R4E,CD,S5A-R4E,upper,0.44,1.8,0,1,test,1,1,1,1
35036,CD-S5A-R4E,CD,S5A-R4E,upper,0.92,2.25,0,2,test,2,2,2,2
35037,CD-S5A-R4E,CD,S5A-R4E,upper,0.68,2.2,0,3,test,3,3,3,3
35038,CD-S5A-R4E,CD,S5A-R4E,upper,0.88,2.3,0,4,test,4,4,4,4
35039,CD-S5A-R4E,CD,S5A-R4E,upper,0.9,2.35,1,5,test,5,5,5,5
35040,CD-S5A-R4E,CD,S5A-R4E,upper,1.12,2.65,1,1,test,1,1,1,1
35041,CD-S5A-R4E,CD,S5A-R4E,upper,0.7,1.98,0,2,test,2,2,2,2
35042,CD-S5A-R4E,CD,S5A-R4E,upper,0.65,2.2,0,3,test,3,3,3,3
35043,CD-S5A-R4E,CD,S5A-R4E,upper,0.95,2.5,0,4,test,4,4,4,4
35044,CD-S5A-R4E,CD,S5A-R4E,upper,1.45,3,0,5,test,5,5,5,5
35045,CD-S5A-R4E,CD,S5A-R4E,upper,1.3,2.65,0,1,test,1,1,1,1
35046,CD-S5A-R4E,CD,S5A-R4E,upper,0.68,2.08,0,2,test,2,2,2,2
35047,CD-S5A-R4E,CD,S5A-R4E,upper,0.8,2.05,0,3,test,3,3,3,3
35048,CD-S5A-R4E,CD,S5A-R4E,upper,0.9,2.4,0,4,test,4,4,4,4
35049,CD-S5A-R4E,CD,S5A-R4E,upper,0.48,2.05,0,5,test,5,5,5,5
35050,CD-S5A-R4E,CD,S5A-R4E,upper,1.3,2.68,0,1,test,1,1,1,1
35051,CD-S5A-R4E,CD,S5A-R4E,upper,1.5,2.95,0,2,test,2,2,2,2
35052,CD-S5A-R4E,CD,S5A-R4E,upper,0.6,2.2,0,3,test,3,3,3,3
35053,CD-S5A-R4E,CD,S5A-R4E,upper,0.7,2.2,0,4,test,4,4,4,4
35054,CD-S5A-R4E,CD,S5A-R4E,upper,1.3,2.58,0,5,test,5,5,5,5
35055,CD-S5A-R4E,CD,S5A-R4E,upper,1,2.5,0,1,test,1,1,1,1
35056,CD-S5A-R4E,CD,S5A-R4E,upper,0.65,2.1,0,2,test,2,2,2,2
35057,CD-S5A-R4E,CD,S5A-R4E,upper,0.85,2.35,0,3,test,3,3,3,3
35058,CD-S5A-R4E,CD,S5A-R4E,upper,0.7,2.2,0,4,test,4,4,4,4
35059,CD-S5A-R4E,CD,S5A-R4E,upper,1.4,2.75,0,5,test,5,5,5,5
36000,MB-S5B-R4E,MB,S5B-R4E,upper,1.34,2,0,1,1,test,1,1,1
36001,MB-S5B-R4E,MB,S5B-R4E,upper,1.49,2.2,0,2,2,test,2,2,2
36002,MB-S5B-R4E,MB,S5B-R4E,upper,1.07,1.95,0,3,3,test,3,3,3
36003,MB-S5B-R4E,MB,S5B-R4E,upper,1.33,2.1,0,4,4,test,4,4,4
36004,MB-S5B-R4E,MB,S5B-R4E,upper,2.28,3,0,5,5,test,5,5,5
36005,MB-S5B-R4E,MB,S5B-R4E,upper,1.5,2.2,0,1,1,test,1,1,1
36006,MB-S5B-R4E,MB,S5B-R4E,upper,1.44,2.2,0,2,2,test,2,2,2
36007,MB-S5B-R4E,MB,S5B-R4E,upper,1.97,2.6,0,3,3,test,3,3,3
36008,MB-S5B-R4E,MB,S5B-R4E,upper,1.09,1.75,0,4,4,test,4,4,4
36009,MB-S5B-R4E,MB,S5B-R4E,upper,1.48,2,0,5,5,test,5,5,5
36010,MB-S5B-R4E,MB,S5B-R4E,upper,1.69,2.4,0,1,1,test,1,1,1
36011,MB-S5B-R4E,MB,S5B-R4E,upper,1.4,2.05,1,2,2,test,2,2,2
36012,MB-S5B-R4E,MB,S5B-R4E,upper,1.4,2.05,0,3,3,test,3,3,3
36013,MB-S5B-R4E,MB,S5B-R4E,upper,1.54,2.2,1,4,4,test,4,4,4
36014,MB-S5B-R4E,MB,S5B-R4E,upper,1.24,1.88,1,5,5,test,5,5,5
36015,MB-S5B-R4E,MB,S5B-R4E,upper,1.66,2.3,0,1,1,test,1,1,1
36016,MB-S5B-R4E,MB,S5B-R4E,upper,0.88,1.6,0,2,2,test,2,2,2
36017,MB-S5B-R4E,MB,S5B-R4E,upper,1.64,2.38,0,3,3,test,3,3,3
36018,MB-S5B-R4E,MB,S5B-R4E,upper,1.76,2.42,0,4,4,test,4,4,4
36019,MB-S5B-R4E,MB,S5B-R4E,upper,1.94,2.6,0,5,5,test,5,5,5
36020,MB-S5B-R4E,MB,S5B-R4E,upper,1.01,1.8,0,1,1,test,1,1,1
36021,MB-S5B-R4E,MB,S5B-R4E,upper,2.15,2.65,0,2,2,test,2,2,2
36022,MB-S5B-R4E,MB,S5B-R4E,upper,0.38,1,0,3,3,test,3,3,3
36023,MB-S5B-R4E,MB,S5B-R4E,upper,1.68,2.42,1,4,4,test,4,4,4
36024,MB-S5B-R4E,MB,S5B-R4E,upper,0.5,1.02,0,5,5,test,5,5,5
36025,MB-S5B-R4E,MB,S5B-R4E,upper,1.92,2.74,1,1,1,test,1,1,1
36026,MB-S5B-R4E,MB,S5B-R4E,upper,1.56,2.6,1,2,2,test,2,2,2
36027,MB-S5B-R4E,MB,S5B-R4E,upper,1.5,2.05,1,3,3,test,3,3,3
36028,MB-S5B-R4E,MB,S5B-R4E,upper,1.86,2.8,0,4,4,test,4,4,4
36029,MB-S5B-R4E,MB,S5B-R4E,upper,1.58,2.2,0,5,5,test,5,5,5
36030,MB-S5B-R4E,MB,S5B-R4E,upper,1.68,2.6,0,1,1,test,1,1,1
36031,MB-S5B-R4E,MB,S5B-R4E,upper,1.92,2.6,1,2,2,test,2,2,2
36032,MB-S5B-R4E,MB,S5B-R4E,upper,1.74,2.4,0,3,3,test,3,3,3
36033,MB-S5B-R4E,MB,S5B-R4E,upper,1.54,2.05,0,4,4,test,4,4,4
36034,MB-S5B-R4E,MB,S5B-R4E,upper,1.36,2.2,0,5,5,test,5,5,5
36035,MB-S5B-R4E,MB,S5B-R4E,upper,2.42,3.3,0,1,1,test,1,1,1
36036,MB-S5B-R4E,MB,S5B-R4E,upper,1.9,2.92,0,2,2,test,2,2,2
36037,MB-S5B-R4E,MB,S5B-R4E,upper,1.1,1.72,0,3,3,test,3,3,3
36038,MB-S5B-R4E,MB,S5B-R4E,upper,0.88,2,1,4,4,test,4,4,4
36039,MB-S5B-R4E,MB,S5B-R4E,upper,1.3,1.8,1,5,5,test,5,5,5
36040,MB-S5B-R4E,MB,S5B-R4E,upper,1.24,1.8,0,1,1,test,1,1,1
36041,MB-S5B-R4E,MB,S5B-R4E,upper,1.12,1.78,0,2,2,test,2,2,2
36042,MB-S5B-R4E,MB,S5B-R4E,upper,1.78,2.6,0,3,3,test,3,3,3
36043,MB-S5B-R4E,MB,S5B-R4E,upper,1.38,2.15,0,4,4,test,4,4,4
36044,MB-S5B-R4E,MB,S5B-R4E,upper,1.44,2.15,0,5,5,test,5,5,5
36045,MB-S5B-R4E,MB,S5B-R4E,upper,1.6,2.2,0,1,1,test,1,1,1
36046,MB-S5B-R4E,MB,S5B-R4E,upper,1.82,2.58,0,2,2,test,2,2,2
36047,MB-S5B-R4E,MB,S5B-R4E,upper,2.1,2.74,0,3,3,test,3,3,3
36048,MB-S5B-R4E,MB,S5B-R4E,upper,1.56,2.2,0,4,4,test,4,4,4
36049,MB-S5B-R4E,MB,S5B-R4E,upper,1.52,2.2,0,5,5,test,5,5,5
36050,MB-S5B-R4E,MB,S5B-R4E,upper,1.82,2.5,1,1,1,test,1,1,1
36051,MB-S5B-R4E,MB,S5B-R4E,upper,3.5,4.2,0,2,2,test,2,2,2
36052,MB-S5B-R4E,MB,S5B-R4E,upper,0.95,1.82,0,3,3,test,3,3,3
36053,MB-S5B-R4E,MB,S5B-R4E,upper,1.35,2,0,4,4,test,4,4,4
36054,MB-S5B-R4E,MB,S5B-R4E,upper,2.16,2.78,0,5,5,test,5,5,5
36055,MB-S5B-R4E,MB,S5B-R4E,upper,2.18,2.8,1,1,1,test,1,1,1
36056,MB-S5B-R4E,MB,S5B-R4E,upper,1.54,2.2,1,2,2,test,2,2,2
36057,MB-S5B-R4E,MB,S5B-R4E,upper,1.86,2.6,1,3,3,test,3,3,3
36058,MB-S5B-R4E,MB,S5B-R4E,upper,2,2.6,0,4,4,test,4,4,4
36059,MB-S5B-R4E,MB,S5B-R4E,upper,2.08,2.8,1,5,5,test,5,5,5
37000,HD-S5B-R4E,HD,S5B-R4E,upper,2.55,3.22,0,1,1,test,1,1,1
37001,HD-S5B-R4E,HD,S5B-R4E,upper,2.22,2.75,0,2,2,test,2,2,2
37002,HD-S5B-R4E,HD,S5B-R4E,upper,1.97,2.9,0,3,3,test,3,3,3
37003,HD-S5B-R4E,HD,S5B-R4E,upper,0.67,1.25,0,4,4,test,4,4,4
37004,HD-S5B-R4E,HD,S5B-R4E,upper,1.88,2.6,0,5,5,test,5,5,5
37005,HD-S5B-R4E,HD,S5B-R4E,upper,1.19,1.8,0,1,1,test,1,1,1
37006,HD-S5B-R4E,HD,S5B-R4E,upper,1.31,2,1,2,2,test,2,2,2
37007,HD-S5B-R4E,HD,S5B-R4E,upper,2.24,3.05,0,3,3,test,3,3,3
37008,HD-S5B-R4E,HD,S5B-R4E,upper,2.21,3,0,4,4,test,4,4,4
37009,HD-S5B-R4E,HD,S5B-R4E,upper,2.11,2.8,0,5,5,test,5,5,5
37010,HD-S5B-R4E,HD,S5B-R4E,upper,2.07,3.02,1,1,1,test,1,1,1
37011,HD-S5B-R4E,HD,S5B-R4E,upper,1.78,2.46,0,2,2,test,2,2,2
37012,HD-S5B-R4E,HD,S5B-R4E,upper,1.9,2.64,0,3,3,test,3,3,3
37013,HD-S5B-R4E,HD,S5B-R4E,upper,2.23,2.8,0,4,4,test,4,4,4
37014,HD-S5B-R4E,HD,S5B-R4E,upper,0.76,1.65,0,5,5,test,5,5,5
37015,HD-S5B-R4E,HD,S5B-R4E,upper,0.58,1.4,0,1,1,test,1,1,1
37016,HD-S5B-R4E,HD,S5B-R4E,upper,1.36,2.22,0,2,2,test,2,2,2
37017,HD-S5B-R4E,HD,S5B-R4E,upper,2.09,2.85,1,3,3,test,3,3,3
37018,HD-S5B-R4E,HD,S5B-R4E,upper,1.31,1.95,0,4,4,test,4,4,4
37019,HD-S5B-R4E,HD,S5B-R4E,upper,2.2,2.88,0,5,5,test,5,5,5
37020,HD-S5B-R4E,HD,S5B-R4E,upper,1.95,2.65,1,1,1,test,1,1,1
37021,HD-S5B-R4E,HD,S5B-R4E,upper,2.09,2.8,1,2,2,test,2,2,2
37022,HD-S5B-R4E,HD,S5B-R4E,upper,2.56,3.2,0,3,3,test,3,3,3
37023,HD-S5B-R4E,HD,S5B-R4E,upper,0.87,1.65,0,4,4,test,4,4,4
37024,HD-S5B-R4E,HD,S5B-R4E,upper,2,2.8,0,5,5,test,5,5,5
37025,HD-S5B-R4E,HD,S5B-R4E,upper,1.8,2.6,0,1,1,test,1,1,1
37026,HD-S5B-R4E,HD,S5B-R4E,upper,2.08,2.8,1,2,2,test,2,2,2
37027,HD-S5B-R4E,HD,S5B-R4E,upper,1.26,2,1,3,3,test,3,3,3
37028,HD-S5B-R4E,HD,S5B-R4E,upper,2.32,3.01,0,4,4,test,4,4,4
37029,HD-S5B-R4E,HD,S5B-R4E,upper,2.85,3.7,0,5,5,test,5,5,5
37030,HD-S5B-R4E,HD,S5B-R4E,upper,2.15,2.8,0,1,1,test,1,1,1
37031,HD-S5B-R4E,HD,S5B-R4E,upper,2.53,3.2,0,2,2,test,2,2,2
37032,HD-S5B-R4E,HD,S5B-R4E,upper,1.27,1.96,0,3,3,test,3,3,3
37033,HD-S5B-R4E,HD,S5B-R4E,upper,2.7,3.4,1,4,4,test,4,4,4
37034,HD-S5B-R4E,HD,S5B-R4E,upper,1.02,1.64,0,5,5,test,5,5,5
37035,HD-S5B-R4E,HD,S5B-R4E,upper,1.77,2.55,0,1,1,test,1,1,1
37036,HD-S5B-R4E,HD,S5B-R4E,upper,2.18,2.9,0,2,2,test,2,2,2
37037,HD-S5B-R4E,HD,S5B-R4E,upper,1.99,2.75,0,3,3,test,3,3,3
37038,HD-S5B-R4E,HD,S5B-R4E,upper,1.22,1.76,0,4,4,test,4,4,4
37039,HD-S5B-R4E,HD,S5B-R4E,upper,1.26,1.96,0,5,5,test,5,5,5
37040,HD-S5B-R4E,HD,S5B-R4E,upper,1.18,1.86,0,1,1,test,1,1,1
37041,HD-S5B-R4E,HD,S5B-R4E,upper,0.44,1.2,0,2,2,test,2,2,2
37042,HD-S5B-R4E,HD,S5B-R4E,upper,2.18,2.95,1,3,3,test,3,3,3
37043,HD-S5B-R4E,HD,S5B-R4E,upper,1.21,1.96,0,4,4,test,4,4,4
37044,HD-S5B-R4E,HD,S5B-R4E,upper,0.52,1.4,0,5,5,test,5,5,5
37045,HD-S5B-R4E,HD,S5B-R4E,upper,2.06,2.6,0,1,1,test,1,1,1
37046,HD-S5B-R4E,HD,S5B-R4E,upper,2.51,3.4,0,2,2,test,2,2,2
37047,HD-S5B-R4E,HD,S5B-R4E,upper,1.16,1.8,0,3,3,test,3,3,3
37048,HD-S5B-R4E,HD,S5B-R4E,upper,1.3,2,0,4,4,test,4,4,4
37049,HD-S5B-R4E,HD,S5B-R4E,upper,2.25,2.88,0,5,5,test,5,5,5
37050,HD-S5B-R4E,HD,S5B-R4E,upper,1.88,2.6,0,1,1,test,1,1,1
37051,HD-S5B-R4E,HD,S5B-R4E,upper,1.04,1.7,0,2,2,test,2,2,2
37052,HD-S5B-R4E,HD,S5B-R4E,upper,1.84,2.55,0,3,3,test,3,3,3
37053,HD-S5B-R4E,HD,S5B-R4E,upper,2.25,3,0,4,4,test,4,4,4
37054,HD-S5B-R4E,HD,S5B-R4E,upper,1.57,2.4,0,5,5,test,5,5,5
37055,HD-S5B-R4E,HD,S5B-R4E,upper,2.32,3,1,1,1,test,1,1,1
37056,HD-S5B-R4E,HD,S5B-R4E,upper,1.76,2.4,1,2,2,test,2,2,2
37057,HD-S5B-R4E,HD,S5B-R4E,upper,1.62,2.3,0,3,3,test,3,3,3
37058,HD-S5B-R4E,HD,S5B-R4E,upper,1.96,2.56,0,4,4,test,4,4,4
37059,HD-S5B-R4E,HD,S5B-R4E,upper,2.64,3.4,0,5,5,test,5,5,5
38000,HH-S5B-R4E,HH,S5B-R4E,upper,2.4,3,0,1,1,test,1,1,1
38001,HH-S5B-R4E,HH,S5B-R4E,upper,1.75,2.25,0,2,2,test,2,2,2
38002,HH-S5B-R4E,HH,S5B-R4E,upper,1.89,2.6,0,3,3,test,3,3,3
38003,HH-S5B-R4E,HH,S5B-R4E,upper,1.68,2.25,0,4,4,test,4,4,4
38004,HH-S5B-R4E,HH,S5B-R4E,upper,1.58,2.2,1,5,5,test,5,5,5
38005,HH-S5B-R4E,HH,S5B-R4E,upper,1.98,2.6,0,1,1,test,1,1,1
38006,HH-S5B-R4E,HH,S5B-R4E,upper,2.07,2.8,0,2,2,test,2,2,2
38007,HH-S5B-R4E,HH,S5B-R4E,upper,2.29,2.86,0,3,3,test,3,3,3
38008,HH-S5B-R4E,HH,S5B-R4E,upper,1.86,2.6,0,4,4,test,4,4,4
38009,HH-S5B-R4E,HH,S5B-R4E,upper,1.93,2.55,0,5,5,test,5,5,5
38010,HH-S5B-R4E,HH,S5B-R4E,upper,2.04,2.6,0,1,1,test,1,1,1
38011,HH-S5B-R4E,HH,S5B-R4E,upper,2.23,2.8,0,2,2,test,2,2,2
38012,HH-S5B-R4E,HH,S5B-R4E,upper,2.48,3.05,0,3,3,test,3,3,3
38013,HH-S5B-R4E,HH,S5B-R4E,upper,2.94,3.55,0,4,4,test,4,4,4
38014,HH-S5B-R4E,HH,S5B-R4E,upper,2.64,3.2,0,5,5,test,5,5,5
38015,HH-S5B-R4E,HH,S5B-R4E,upper,1.86,2.4,0,1,1,test,1,1,1
38016,HH-S5B-R4E,HH,S5B-R4E,upper,4.17,4.78,0,2,2,test,2,2,2
38017,HH-S5B-R4E,HH,S5B-R4E,upper,2.7,3.3,0,3,3,test,3,3,3
38018,HH-S5B-R4E,HH,S5B-R4E,upper,1.82,2.4,0,4,4,test,4,4,4
38019,HH-S5B-R4E,HH,S5B-R4E,upper,1.87,2.46,0,5,5,test,5,5,5
38020,HH-S5B-R4E,HH,S5B-R4E,upper,2.19,2.8,0,1,1,test,1,1,1
38021,HH-S5B-R4E,HH,S5B-R4E,upper,1.93,2.45,0,2,2,test,2,2,2
38022,HH-S5B-R4E,HH,S5B-R4E,upper,1.81,2.44,0,3,3,test,3,3,3
38023,HH-S5B-R4E,HH,S5B-R4E,upper,2.02,2.6,0,4,4,test,4,4,4
38024,HH-S5B-R4E,HH,S5B-R4E,upper,2.18,2.8,0,5,5,test,5,5,5
38025,HH-S5B-R4E,HH,S5B-R4E,upper,1.42,2,0,1,1,test,1,1,1
38026,HH-S5B-R4E,HH,S5B-R4E,upper,1.59,2.2,1,2,2,test,2,2,2
38027,HH-S5B-R4E,HH,S5B-R4E,upper,2.32,2.9,0,3,3,test,3,3,3
38028,HH-S5B-R4E,HH,S5B-R4E,upper,3,3.58,1,4,4,test,4,4,4
38029,HH-S5B-R4E,HH,S5B-R4E,upper,2.03,2.62,0,5,5,test,5,5,5
38030,HH-S5B-R4E,HH,S5B-R4E,upper,1.52,2.06,1,1,1,test,1,1,1
38031,HH-S5B-R4E,HH,S5B-R4E,upper,2.31,2.86,0,2,2,test,2,2,2
38032,HH-S5B-R4E,HH,S5B-R4E,upper,3.65,4.3,0,3,3,test,3,3,3
38033,HH-S5B-R4E,HH,S5B-R4E,upper,2.07,2.6,1,4,4,test,4,4,4
38034,HH-S5B-R4E,HH,S5B-R4E,upper,2.16,2.74,0,5,5,test,5,5,5
38035,HH-S5B-R4E,HH,S5B-R4E,upper,2.27,2.8,0,1,1,test,1,1,1
38036,HH-S5B-R4E,HH,S5B-R4E,upper,1.61,2.2,0,2,2,test,2,2,2
38037,HH-S5B-R4E,HH,S5B-R4E,upper,2.11,2.76,0,3,3,test,3,3,3
38038,HH-S5B-R4E,HH,S5B-R4E,upper,2.39,2.94,0,4,4,test,4,4,4
38039,HH-S5B-R4E,HH,S5B-R4E,upper,1.91,2.5,0,5,5,test,5,5,5
38040,HH-S5B-R4E,HH,S5B-R4E,upper,1.58,2.2,0,1,1,test,1,1,1
38041,HH-S5B-R4E,HH,S5B-R4E,upper,1.81,2.4,0,2,2,test,2,2,2
38042,HH-S5B-R4E,HH,S5B-R4E,upper,1.75,2.4,0,3,3,test,3,3,3
