,track-id,building,type,position,type-position,x-pos,y-pos,z-pos,floor,noisy,event-start-s,event-end-s
4886,B-039001.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.55,
4887,B-039002.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.03,
4888,B-039003.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.79,
4889,B-039004.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.74,
4890,B-039005.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.14,
4891,B-039006.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.6,
4892,B-039007.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.06,
4893,B-039008.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.94,
4894,B-039009.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.49,
4895,B-039010.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.44,
4896,B-039011.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.24,
4897,B-039012.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.56,
4898,B-039013.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.93,
4899,B-039014.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.48,
4900,B-039015.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.7,
4901,B-039016.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.55,
4902,B-039017.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.56,
4903,B-039018.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.88,
4904,B-039019.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.03,
4905,B-039020.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.67,
4906,B-039021.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.58,
4907,B-039022.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.41,
4908,B-039023.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.6,
4909,B-039024.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.27,
4910,B-039025.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.63,
4911,B-039026.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.04,
4912,B-039027.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.64,
4913,B-039028.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.23,
4914,B-039029.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.89,
4915,B-039030.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.13,
4916,B-039031.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.92,
4917,B-039032.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,0.97,
4918,B-039033.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.73,
4919,B-039034.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.17,
4920,B-039035.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.68,
4921,B-039036.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.28,
4922,B-039037.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.9,
4923,B-039038.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.97,
4924,B-039039.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.73,
4925,B-039040.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.33,
4926,B-039041.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.73,
4927,B-039042.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1,
4928,B-039043.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.88,
4929,B-039044.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,0.94,
4930,B-039045.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.96,
4931,B-039046.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.64,
4932,B-039047.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.47,
4933,B-039048.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.32,
4934,B-039049.m4a,B,HD,S4B-R2E,HD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.84,
4935,B-040000.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.2,
4936,B-040001.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.3,
4937,B-040002.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.28,
4938,B-040003.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.2,
4939,B-040004.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.17,
4940,B-040005.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.22,
4941,B-040006.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.47,
4942,B-040007.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.02,
4943,B-040008.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.36,
4944,B-040009.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.43,
4945,B-040010.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.77,
4946,B-040011.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.23,
4947,B-040012.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.52,
4948,B-040013.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.86,
4949,B-040014.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.4,
4950,B-040015.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.23,
4951,B-040016.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.18,
4952,B-040017.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.48,
4953,B-040018.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,0.92,
4954,B-040019.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.71,
4955,B-040020.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.49,
4956,B-040021.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.33,
4957,B-040022.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.8,
4958,B-040023.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.21,
4959,B-040024.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.47,
4960,B-040025.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.4,
4961,B-040026.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.7,
4962,B-040027.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,0.56,
4963,B-040028.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.94,
4964,B-040029.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.06,
4965,B-040030.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.35,
4966,B-040031.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1,
4967,B-040032.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.43,
4968,B-040033.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.59,
4969,B-040034.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.47,
4970,B-040035.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.41,
4971,B-040036.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,4.13,
4972,B-040037.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.17,
4973,B-040038.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.77,
4974,B-040039.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.96,
4975,B-040040.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,0.74,
4976,B-040041.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.26,
4977,B-040042.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.35,
4978,B-040043.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.95,
4979,B-040044.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.45,
4980,B-040045.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.7,
4981,B-040046.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.35,
4982,B-040047.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.63,
4983,B-040048.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.47,
4984,B-040049.m4a,B,HH,S4B-R2E,HH-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.36,
4985,B-041000.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.53,
4986,B-041001.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.73,
4987,B-041002.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.61,
4988,B-041003.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.35,
4989,B-041004.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.61,
4990,B-041005.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.46,
4991,B-041006.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.43,
4992,B-041007.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.63,
4993,B-041008.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.02,
4994,B-041009.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.01,
4995,B-041010.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.62,
4996,B-041011.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.31,
4997,B-041012.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.27,
4998,B-041013.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.45,
4999,B-041014.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.48,
5000,B-041015.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.6,
5001,B-041016.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.31,
5002,B-041017.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.51,
5003,B-041018.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.02,
5004,B-041019.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,2.42,
5005,B-041020.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.33,
5006,B-041021.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.72,
5007,B-041022.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.21,
5008,B-041023.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.51,
5009,B-041024.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.59,
5010,B-041025.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.62,
5011,B-041026.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.33,
5012,B-041027.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.34,
5013,B-041028.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.85,
5014,B-041029.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.11,
5015,B-041030.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.42,
5016,B-041031.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.59,
5017,B-041032.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.96,
5018,B-041033.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.28,
5019,B-041034.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.71,
5020,B-041035.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.25,
5021,B-041036.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.53,
5022,B-041037.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.47,
5023,B-041038.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.18,
5024,B-041039.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,4,
5025,B-041040.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.51,
5026,B-041041.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.45,
5027,B-041042.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.09,
5028,B-041043.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.29,
5029,B-041044.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.68,
5030,B-041045.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.06,
5031,B-041046.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.45,
5032,B-041047.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.4,
5033,B-041048.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.17,
5034,B-041049.m4a,B,CD,S4B-R2E,CD-S4B-R2E,2.2,0,3.5,2,UNKNOWN,1.26,
5035,B-042000.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.75,
5036,B-042001.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.37,
5037,B-042002.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.57,
5038,B-042003.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.94,
5039,B-042004.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.45,
5040,B-042005.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.6,
5041,B-042006.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.52,
5042,B-042007.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.99,
5043,B-042008.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.02,
5044,B-042009.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.41,
5045,B-042010.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.84,
5046,B-042011.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.54,
5047,B-042012.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.98,
5048,B-042013.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.02,
5049,B-042014.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.73,
5050,B-042015.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.49,
5051,B-042016.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.81,
5052,B-042017.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.33,
5053,B-042018.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.51,
5054,B-042019.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.59,
5055,B-042020.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.72,
5056,B-042021.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.13,
5057,B-042022.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.89,
5058,B-042023.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.06,
5059,B-042024.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.33,
5060,B-042025.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.13,
5061,B-042026.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.32,
5062,B-042027.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.64,
5063,B-042028.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.6,
5064,B-042029.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.71,
5065,B-042030.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.96,
5066,B-042031.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.8,
5067,B-042032.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.04,
5068,B-042033.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.69,
5069,B-042034.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.44,
5070,B-042035.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.9,
5071,B-042036.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.35,
5072,B-042037.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.66,
5073,B-042038.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.54,
5074,B-042039.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.52,
5075,B-042040.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.1,
5076,B-042041.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.6,
5077,B-042042.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.24,
5078,B-042043.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.64,
5079,B-042044.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.63,
5080,B-042045.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,2.4,
5081,B-042046.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.97,
5082,B-042047.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.92,
5083,B-042048.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.12,
5084,B-042049.m4a,B,MB,S4E-R2E,MB-S4E-R2E,0,0,3.5,2,UNKNOWN,1.39,
5085,B-043000.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.2,
5086,B-043001.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.48,
5087,B-043002.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1,
5088,B-043003.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.43,
5089,B-043004.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1,
5090,B-043005.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,0.82,
5091,B-043006.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.58,
5092,B-043007.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.64,
5093,B-043008.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.05,
5094,B-043009.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,0.99,
5095,B-043010.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.28,
5096,B-043011.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.75,
5097,B-043012.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.01,
5098,B-043013.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.14,
5099,B-043014.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.74,
5100,B-043015.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.61,
5101,B-043016.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,0.94,
5102,B-043017.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.04,
5103,B-043018.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,3.66,
5104,B-043019.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.38,
5105,B-043020.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.67,
5106,B-043021.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.1,
5107,B-043022.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.2,
5108,B-043023.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.24,
5109,B-043024.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.04,
5110,B-043025.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.41,
5111,B-043026.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.22,
5112,B-043027.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.23,
5113,B-043028.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.25,
5114,B-043029.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.63,
5115,B-043030.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.07,
5116,B-043031.m4a,B,HH,S4E-R2E,HH-S4E-R2E,0,0,3.5,2,UNKNOWN,1.24,
